time,event_name,gender,product_id,category_id,category_name,brand,price,user_id,session,category_1,category_2,category_3,Label,results
2022-12-16 05:42:54+09,view,Female,5810083,tjxtifao,appliances.environment.vacuum,irisk,24.6,182.22.31.252-10.42.0.211-443-48465-6,13677eb6-4978-4615-8838-20dcd856a50d,appliances,environment,vacuum,0,0
2022-12-16 05:43:20+09,view,Female,5885588,nhq0oq8y,appliances.environment.vacuum,polarus,79.21,10.42.0.151-121.12.98.64-59125-80-6,13677eb6-4978-4615-8838-20dcd856a50d,appliances,environment,vacuum,0,0
2022-12-16 05:43:44+09,view,Male,5885592,rymj6lkj,appliances.environment.vacuum,polarus,65.87,192.229.173.173-10.42.0.42-80-38024-6,13677eb6-4978-4615-8838-20dcd856a50d,appliances,environment,vacuum,1,1
2022-12-16 05:44:06+09,view,Female,5861761,x2bl5lcn,appliances.environment.vacuum,emil,48.41,10.42.0.211-104.244.42.1-41420-443-6,13677eb6-4978-4615-8838-20dcd856a50d,appliances,environment,vacuum,0,0
2022-12-16 05:44:16+09,view,Male,5855510,7odpslba,appliances.environment.vacuum,max,95.08,172.217.12.170-10.42.0.211-443-33594-17,13677eb6-4978-4615-8838-20dcd856a50d,appliances,environment,vacuum,1,1
2022-12-16 05:44:44+09,view,Female,5856193,q6pz6l2b,furniture.living_room.cabinet,runail,82.54,222.73.28.96-10.42.0.211-80-58369-6,8bb27c9b-671a-4ef1-9b29-a13cb2d70d8e,furniture,living_room,cabinet,0,0
2022-12-16 05:45:35+09,view,Female,5846745,nav88l73,appliances.environment.vacuum,Not defined,21.57,10.42.0.211-10.42.0.1-42818-53-17,13677eb6-4978-4615-8838-20dcd856a50d,appliances,environment,vacuum,0,0
2022-12-16 06:13:46+09,purchase,Male,8098,s12vwz8m,appliances.environment.vacuum,Not defined,1.11,172.217.7.132-10.42.0.151-443-45179-6,d8f6a491-288b-407a-b1f7-dc82b73b463f,appliances,environment,vacuum,1,1
2022-12-16 06:13:46+09,purchase,Female,5854574,nnkholfe,appliances.environment.vacuum,jessnail,21.43,202.77.129.150-10.42.0.211-80-37144-6,d8f6a491-288b-407a-b1f7-dc82b73b463f,appliances,environment,vacuum,0,0
2022-12-16 06:13:57+09,view,Male,5746846,2w3bx6p8,furniture.bathroom.bath,irisk,52.7,10.42.0.42-103.235.46.39-50841-80-6,5ef3e0f9-ad4f-4294-8791-459c9c307dfa,furniture,bathroom,bath,1,1
2022-12-16 06:14:56+09,view,Male,5854573,mlkxcn5k,appliances.environment.vacuum,jessnail,46.83,10.42.0.42-106.11.94.21-41187-443-6,81bd0bf4-8c78-4815-a02a-67368a46314a,appliances,environment,vacuum,1,1
2022-12-16 06:16:25+09,view,Male,5823936,t2x4yfrv,appliances.environment.vacuum,polarus,57.94,172.217.7.163-10.42.0.211-443-32906-6,3132fe35-6cfb-41fe-b9df-e5970d96252a,appliances,environment,vacuum,1,1
2022-12-16 06:17:13+09,view,Male,8098,t9f87kk0,appliances.environment.vacuum,Not defined,1.11,10.42.0.151-64.71.142.124-57470-443-6,2848b3a5-e6bf-4757-a47b-6e5d445af4ba,appliances,environment,vacuum,1,1
2022-12-16 06:23:34+09,view,Male,5885586,mw0wb8a8,appliances.environment.vacuum,polarus,68.1,10.42.0.211-10.42.0.1-61428-53-17,5873af68-a172-45d2-84e0-bceecd4a16bc,appliances,environment,vacuum,1,1
2022-12-16 06:23:48+09,view,Male,5854573,sty7myg4,appliances.environment.vacuum,jessnail,46.83,10.42.0.1-10.42.0.42-53-10272-17,309376c1-46df-450f-bf88-9a2c970576fb,appliances,environment,vacuum,1,1
2022-12-16 06:23:58+09,view,Male,5861761,os758lsd,appliances.environment.vacuum,emil,48.41,203.205.190.44-10.42.0.211-80-40150-6,b9bb4b12-d885-4000-bc9d-1c04416628fd,appliances,environment,vacuum,1,1
2022-12-16 06:26:03+09,view,Female,5748490,xhachzby,appliances.environment.vacuum,Not defined,26.97,180.149.136.247-10.42.0.211-80-36442-6,262d3fb5-6e4e-484a-8633-694511e3d1e2,appliances,environment,vacuum,0,0
2022-12-16 06:28:06+09,view,Male,5855507,p4q64ksa,appliances.environment.vacuum,max,79.21,172.217.12.142-10.42.0.151-443-55336-6,da0c5b7c-ff9a-444c-ab0d-9a875233f76b,appliances,environment,vacuum,1,1
2022-12-16 06:28:26+09,view,Male,5856191,hicqy5sj,appliances.environment.vacuum,runail,24.44,216.58.217.132-10.42.0.151-443-46520-6,262d3fb5-6e4e-484a-8633-694511e3d1e2,appliances,environment,vacuum,1,1
2022-12-16 06:28:56+09,cart,Male,5861760,ic2h01gm,appliances.environment.vacuum,emil,71.43,172.217.11.1-10.42.0.42-443-50344-6,da67bd06-1f8f-4c37-a515-ad7399abeb3d,appliances,environment,vacuum,1,1
2022-12-16 06:30:25+09,view,Female,5810083,ahxnhutv,appliances.environment.vacuum,irisk,24.6,157.240.18.15-10.42.0.211-443-56845-6,1b587530-a377-41a8-9dfd-1f3dd0ca9a3d,appliances,environment,vacuum,0,0
2022-12-16 06:32:32+09,view,Male,5861760,uo7fb10k,appliances.environment.vacuum,emil,71.43,157.240.2.35-10.42.0.42-80-45534-6,4c6bece0-128d-4d7c-8696-4de5e30e50cd,appliances,environment,vacuum,1,1
2022-12-16 06:32:54+09,view,Female,5856191,nzynerfu,appliances.environment.vacuum,runail,24.44,10.42.0.211-103.235.46.39-42829-80-6,1b587530-a377-41a8-9dfd-1f3dd0ca9a3d,appliances,environment,vacuum,0,0
2022-12-16 06:34:11+09,view,Male,5861760,yj25zkx6,appliances.environment.vacuum,emil,71.43,10.42.0.151-10.42.0.1-56760-53-17,4c6bece0-128d-4d7c-8696-4de5e30e50cd,appliances,environment,vacuum,1,1
2022-12-16 06:34:17+09,purchase,Male,5861760,j0nm444m,appliances.environment.vacuum,emil,71.43,10.42.0.211-10.42.0.1-22181-53-17,da67bd06-1f8f-4c37-a515-ad7399abeb3d,appliances,environment,vacuum,1,1
2022-12-16 07:20:11+09,remove_from_cart,Female,5732039,28ddm9um,furniture.bathroom.bath,domix,3.41,10.42.0.151-10.42.0.1-25685-53-17,d791cf1a-0b25-4c05-ba64-5e2d652cd08a,furniture,bathroom,bath,0,0
2022-12-16 07:20:12+09,remove_from_cart,Female,5732039,od8s0zhm,furniture.bathroom.bath,domix,3.41,10.42.0.211-98.139.199.204-43956-443-6,d791cf1a-0b25-4c05-ba64-5e2d652cd08a,furniture,bathroom,bath,0,0
2022-12-16 07:21:45+09,purchase,Female,5855507,aoi4iqkf,appliances.environment.vacuum,max,79.21,10.42.0.211-106.39.169.66-51885-80-6,542e5803-2a28-4ee3-afdd-0bd4ccaea3c4,appliances,environment,vacuum,0,0
2022-12-16 07:22:56+09,view,Female,5855507,tc8eru1w,appliances.environment.vacuum,max,79.21,10.42.0.42-123.125.29.220-35359-80-6,542e5803-2a28-4ee3-afdd-0bd4ccaea3c4,appliances,environment,vacuum,0,0
2022-12-16 07:24:06+09,view,Male,5713295,toizrp89,appliances.personal.hair_cutter,Not defined,46.02,10.42.0.211-23.205.16.85-52587-80-6,dc3087b7-b54f-478e-af71-e36d15cc50db,appliances,personal,hair_cutter,1,1
2022-12-16 07:24:05+09,view,Female,5884577,2inlyd0t,appliances.environment.vacuum,max,47.46,180.149.134.141-10.42.0.211-80-54764-6,970ce326-10bd-4ef5-8dda-07c27224cce1,appliances,environment,vacuum,0,0
2022-12-16 07:24:49+09,view,Female,5884577,ukh84gvu,appliances.environment.vacuum,max,47.46,10.42.0.151-106.39.169.66-60144-80-6,970ce326-10bd-4ef5-8dda-07c27224cce1,appliances,environment,vacuum,0,0
2022-12-16 07:25:12+09,view,Female,5746974,deu7lrxq,furniture.bathroom.bath,irisk,52.7,172.217.12.193-10.42.0.151-443-50697-6,25231a13-866d-447e-9470-cd9cc6658a0c,furniture,bathroom,bath,0,0
2022-12-16 07:25:14+09,view,Male,5810084,chhemr7s,appliances.environment.vacuum,irisk,24.6,10.42.0.42-66.198.24.243-33894-80-6,df2ff676-33b1-4611-ae32-b514643cabb8,appliances,environment,vacuum,1,1
2022-12-16 07:26:04+09,view,Female,5856192,5ge7ozpd,appliances.environment.vacuum,runail,24.44,10.42.0.151-10.42.0.1-61871-53-17,970ce326-10bd-4ef5-8dda-07c27224cce1,appliances,environment,vacuum,0,0
2022-12-16 07:41:04+09,view,Female,5877459,fmymklz6,appliances.environment.vacuum,jessnail,21.43,10.42.0.211-72.21.206.141-53418-443-6,ee3ba2ae-461c-4ce6-be31-6ee1c2bafd78,appliances,environment,vacuum,0,0
2022-12-16 07:41:19+09,view,Female,5855507,dbzrd23n,appliances.environment.vacuum,max,79.21,173.194.204.138-10.42.0.151-443-32941-6,9d557671-b698-47c4-b468-55391c49f8e4,appliances,environment,vacuum,0,0
2022-12-16 07:42:26+09,view,Female,89343,hpid3fzc,furniture.living_room.cabinet,Not defined,299.81,10.42.0.211-123.125.115.164-54409-443-6,531669a3-1168-4b0e-8b68-b59ff46e87e6,furniture,living_room,cabinet,0,0
2022-12-16 07:48:02+09,view,Female,5885590,6kpgt70s,appliances.environment.vacuum,polarus,78.57,10.42.0.211-104.93.181.98-53470-443-6,9d557671-b698-47c4-b468-55391c49f8e4,appliances,environment,vacuum,0,0
2022-12-16 08:37:06+09,view,Male,5884577,02qvv8le,appliances.environment.vacuum,max,47.46,202.77.129.54-10.42.0.151-80-40611-6,9cbdbb18-05eb-4ca1-b77b-e8a188fc9476,appliances,environment,vacuum,1,1
2022-12-16 08:39:40+09,view,Male,5884577,qg2o0ug4,appliances.environment.vacuum,max,47.46,10.42.0.42-52.6.215.24-58552-443-6,9cbdbb18-05eb-4ca1-b77b-e8a188fc9476,appliances,environment,vacuum,1,1
2022-12-16 08:39:43+09,view,Female,5884577,goqgv2cc,appliances.environment.vacuum,max,47.46,172.217.3.35-10.42.0.211-443-58931-6,9cbdbb18-05eb-4ca1-b77b-e8a188fc9476,appliances,environment,vacuum,0,0
2022-12-16 08:52:48+09,view,Female,5771614,368pz09b,furniture.living_room.cabinet,kosmekka,150.79,10.42.0.151-10.42.0.1-22328-53-17,55824756-34fa-4628-999e-8f110f626d65,furniture,living_room,cabinet,0,0
2022-12-16 09:05:17+09,view,Female,5885592,j0ufth5d,appliances.environment.vacuum,polarus,65.87,174.35.73.110-10.42.0.42-80-55567-6,d1b52c1a-18a2-4e90-90c9-1bf4b53c4119,appliances,environment,vacuum,0,0
2022-12-16 09:07:22+09,view,Male,89343,8o3l3rsf,furniture.living_room.cabinet,Not defined,299.81,157.240.2.35-10.42.0.211-443-42475-6,26fcd81a-7dbb-40df-bc6d-e4eb874d0c44,furniture,living_room,cabinet,1,1
2022-12-16 09:09:17+09,view,Female,5854574,h5pit94p,appliances.environment.vacuum,jessnail,21.43,169.55.67.237-10.42.0.211-5222-46721-6,993f3340-52c2-4e76-b71b-39de9e6947d5,appliances,environment,vacuum,0,0
2022-12-16 09:19:35+09,remove_from_cart,Female,5885588,st5vs6gq,appliances.environment.vacuum,polarus,79.21,10.42.0.211-74.6.105.13-45792-443-6,19a97b67-d671-4b00-962a-9d31aab1cd51,appliances,environment,vacuum,0,0
2022-12-16 09:19:43+09,remove_from_cart,Male,5884578,ao7bkcv5,appliances.environment.vacuum,max,63.33,172.217.3.35-10.42.0.211-443-54236-6,19a97b67-d671-4b00-962a-9d31aab1cd51,appliances,environment,vacuum,1,1
2022-12-16 09:42:18+09,view,Female,5855507,j6y806qu,appliances.environment.vacuum,max,79.21,172.217.11.3-10.42.0.151-443-50451-6,ef9317dd-e301-48da-b257-ac6aa27a7955,appliances,environment,vacuum,0,0
2022-12-16 09:48:24+09,view,Female,5854573,dc8mbllr,appliances.environment.vacuum,jessnail,46.83,175.100.207.232-10.42.0.211-443-60561-6,3a54f184-4fb2-49b1-a35d-be63b7599ade,appliances,environment,vacuum,0,0
2022-12-16 10:34:47+09,remove_from_cart,Female,5765552,yaow639d,furniture.bathroom.bath,domix,4.71,151.101.1.140-10.42.0.151-443-52537-6,8fdf85bf-367a-4d92-a799-630213b172e3,furniture,bathroom,bath,0,0
2022-12-16 10:37:01+09,view,Female,5823935,elo7kfun,appliances.environment.vacuum,polarus,53.81,10.42.0.42-123.125.29.220-44883-80-6,a3fed120-e65e-49aa-bcad-35e14bac517d,appliances,environment,vacuum,0,0
